Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Purchase_Frequency_Level,Cart_Completion_Frequency_Level,Customer_Segmentation,Cluster
2023/06/05 10:05:25 PM GMT+5:30,60,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Few times a month,categories,First page,3,No,Always,others,Sometimes,No,Moderately,No,3,No,1,4,Competitive prices,No problems with Amazon,222573,4,5,Frequent Shopper,0
2023/06/08 5:19:56 PM GMT+5:30,65,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,Rarely,others,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Always,No,Never,Yes,3,Yes,5,3,Quick delivery,Shipping speed and reliability,552844,1,2,Occasional Shopper,2
2023/06/07 10:07:42 PM GMT+5:30,19,Others,Few times a month,Clothing and Fashion;Home and Kitchen,Few times a week,categories,First page,1,Yes,Sometimes,High shipping costs,Often,Yes,Heavily,Sometimes,5,No,5,4,Customer service,I don't have any problem with Amazon,320886,3,3,Occasional Shopper,0
2023/06/08 5:28:09 PM GMT+5:30,10,Female,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Rarely,Unknown,Multiple pages,1,No,Always,others,Never,No,Heavily,Sometimes,4,Sometimes,1,1,Quick delivery,Reducing packaging waste,767483,1,5,Occasional Shopper,1
2023/06/05 8:52:01 PM GMT+5:30,46,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Few times a week,Filter,Multiple pages,3,Yes,Rarely,Changed my mind or no longer need the item,Rarely,No,Never,No,3,No,1,2,User-friendly website/app interface,User interface,801340,1,2,Occasional Shopper,1
2023/06/12 3:53:28 PM GMT+5:30,22,Male,Less than once a month,Beauty and Personal Care;others,Multiple times a day,Filter,First page,4,Maybe,Rarely,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,5,No,4,1,Quick delivery,Irrelevant product suggestions,262036,1,2,Occasional Shopper,1
2023/06/04 9:48:15 PM GMT+5:30,63,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Few times a month,others,Multiple pages,2,Maybe,Never,Found a better price elsewhere,Always,Yes,Moderately,Yes,1,Yes,4,2,User-friendly website/app interface,I don't have any problem with Amazon,450474,1,1,Occasional Shopper,1
2023/06/06 6:42:00 PM GMT+5:30,60,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion,Few times a week,others,First page,5,Maybe,Always,Changed my mind or no longer need the item,Always,Yes,Rarely,No,5,No,4,1,.,Product quality and accuracy,895541,3,5,Occasional Shopper,1
2023/06/05 1:27:08 PM GMT+5:30,18,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Multiple times a day,Unknown,First page,5,No,Never,others,Rarely,Yes,Occasionally,Yes,3,No,3,3,Customer service,Product quality and accuracy,521709,3,1,Occasional Shopper,0
2023/06/06 7:15:48 PM GMT+5:30,41,Prefer not to say,Less than once a month,Beauty and Personal Care,Few times a week,Filter,Multiple pages,2,Maybe,Often,others,Rarely,Yes,Heavily,Yes,2,Sometimes,4,3,Competitive prices,User interface of app,364684,1,4,Occasional Shopper,2
2023/06/07 9:16:59 PM GMT+5:30,63,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a week,Keyword,Multiple pages,2,Yes,Never,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,5,No,4,3,Quick delivery,Scrolling option would be much better than going to next page,356354,2,1,Occasional Shopper,2
2023/06/06 11:06:30 PM GMT+5:30,15,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,Rarely,categories,Multiple pages,5,No,Always,High shipping costs,Rarely,No,Heavily,Sometimes,2,Yes,5,5,Customer service,Scrolling option would be much better than going to next page,164418,5,5,Frequent Shopper,0
2023/06/05 1:35:41 PM GMT+5:30,49,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Rarely,Unknown,First page,3,Maybe,Always,High shipping costs,Sometimes,No,Heavily,No,1,Yes,3,5,Customer service,Add more familiar brands to the list,325818,2,5,Occasional Shopper,2
2023/06/09 4:31:33 PM GMT+5:30,66,Male,Once a week,others,Few times a week,Filter,Multiple pages,3,No,Sometimes,High shipping costs,Often,Yes,Never,Sometimes,2,Sometimes,1,5,User-friendly website/app interface,.,654951,4,3,Frequent Shopper,0
2023/06/06 7:20:35 PM GMT+5:30,61,Prefer not to say,Less than once a month,Beauty and Personal Care;others,Rarely,others,Multiple pages,3,No,Always,Found a better price elsewhere,Always,No,Occasionally,No,4,Yes,3,3,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues,930648,1,5,Occasional Shopper,2
2023/06/11 10:44:01 PM GMT+5:30,10,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,Rarely,Filter,First page,2,Yes,Always,High shipping costs,Rarely,No,Heavily,No,2,Sometimes,5,2,Customer service,User interface,944557,4,5,Occasional Shopper,3
2023/06/08 5:36:14 PM GMT+5:30,61,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,Few times a month,Filter,First page,2,Maybe,Sometimes,others,Sometimes,Yes,Heavily,No,3,Yes,4,1,Customer service,better app interface and lower shipping charges,134506,5,3,Occasional Shopper,3
2023/06/09 2:43:37 PM GMT+5:30,44,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Rarely,Keyword,First page,3,Yes,Sometimes,High shipping costs,Always,Yes,Rarely,Sometimes,2,Sometimes,2,1,.,Add more familiar brands to the list,743216,3,3,Occasional Shopper,1
2023/06/07 12:50:13 PM GMT+5:30,53,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Multiple times a day,Unknown,First page,4,Maybe,Sometimes,others,Often,No,Heavily,No,1,Sometimes,3,5,Customer service,better app interface and lower shipping charges,852261,2,3,Occasional Shopper,2
2023/06/07 8:41:53 PM GMT+5:30,64,Prefer not to say,Once a week,Groceries and Gourmet Food;Home and Kitchen,Few times a week,Filter,Multiple pages,3,Maybe,Always,High shipping costs,Sometimes,No,Moderately,No,5,Sometimes,2,2,Wide product selection,Scrolling option would be much better than going to next page,874514,4,5,Occasional Shopper,3
2023/06/09 12:22:47 PM GMT+5:30,6,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Multiple times a day,Filter,Multiple pages,4,Maybe,Rarely,others,Sometimes,Yes,Heavily,No,2,Sometimes,2,5,Wide product selection,User interface of app,881216,3,2,Occasional Shopper,0
2023/06/11 11:19:12 PM GMT+5:30,39,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Rarely,categories,First page,4,Maybe,Rarely,others,Sometimes,No,Never,Yes,4,Yes,2,3,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues,527877,3,2,Occasional Shopper,0
2023/06/08 5:35:25 PM GMT+5:30,61,Male,Once a month,Clothing and Fashion,Multiple times a day,Unknown,First page,4,Yes,Often,others,Always,Yes,Rarely,Sometimes,3,Sometimes,2,1,All the above,Quality of product is very poor according to the big offers,720486,2,4,Occasional Shopper,1
2023/06/04 8:46:02 PM GMT+5:30,17,Male,Few times a month,Beauty and Personal Care;Home and Kitchen;others,Few times a week,categories,Multiple pages,5,No,Always,others,Never,No,Occasionally,Sometimes,3,Yes,4,1,Wide product selection,User interface,222665,3,5,Occasional Shopper,1
2023/06/04 11:24:41 PM GMT+5:30,20,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Few times a week,Keyword,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,2,Sometimes,3,1,Wide product selection,Customer service responsiveness,788596,2,2,Occasional Shopper,1
2023/06/08 5:35:25 PM GMT+5:30,25,Others,Less than once a month,Beauty and Personal Care;Home and Kitchen,Few times a week,Keyword,Multiple pages,3,Maybe,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,1,Sometimes,1,5,All the above,Add more familiar brands to the list,519655,1,4,Occasional Shopper,2
2023/06/08 5:30:12 PM GMT+5:30,29,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Few times a month,others,Multiple pages,5,Yes,Never,High shipping costs,Sometimes,No,Never,No,2,Sometimes,3,3,Competitive prices,Nothing,317054,1,1,Occasional Shopper,2
2023/06/09 9:39:04 AM GMT+5:30,3,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Rarely,Unknown,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Rarely,Yes,Rarely,No,5,Yes,1,5,.,I don't have any problem with Amazon,324626,1,4,Occasional Shopper,2
2023/06/09 10:26:01 AM GMT+5:30,34,Others,Once a month,Beauty and Personal Care;Clothing and Fashion,Multiple times a day,Keyword,Multiple pages,2,No,Rarely,others,Rarely,No,Never,Sometimes,4,Yes,4,4,Quick delivery,Quality of product is very poor according to the big offers,765145,2,2,Occasional Shopper,2
2023/06/12 3:59:10 PM GMT+5:30,18,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Few times a month,others,First page,2,Maybe,Rarely,others,Often,Yes,Occasionally,No,3,Yes,2,3,Wide product selection,Quality of product is very poor according to the big offers,276316,3,2,Occasional Shopper,0
2023/06/08 5:42:23 PM GMT+5:30,50,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Few times a week,Unknown,Multiple pages,3,No,Always,High shipping costs,Sometimes,Yes,Rarely,Yes,2,No,4,3,.,Scrolling option would be much better than going to next page,290115,3,5,Occasional Shopper,0
2023/06/08 5:54:49 PM GMT+5:30,21,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Multiple times a day,categories,First page,3,Yes,Always,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Sometimes,5,Yes,2,4,.,Add more familiar brands to the list,633295,4,5,Frequent Shopper,0
2023/06/11 9:53:31 AM GMT+5:30,33,Female,Once a week,Clothing and Fashion,Multiple times a day,Unknown,Multiple pages,2,Maybe,Never,Found a better price elsewhere,Often,No,Moderately,Sometimes,3,No,1,5,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues,702519,4,1,Frequent Shopper,0
2023/06/08 5:59:25 PM GMT+5:30,40,Male,Less than once a month,others,Few times a week,Filter,Multiple pages,5,No,Always,others,Sometimes,Yes,Rarely,No,5,Sometimes,4,5,Customer service,Shipping speed and reliability,773120,1,5,Occasional Shopper,2
2023/06/09 2:49:20 PM GMT+5:30,61,Prefer not to say,Few times a month,Home and Kitchen;others,Few times a month,Unknown,Multiple pages,3,Yes,Never,Changed my mind or no longer need the item,Always,No,Heavily,No,2,Yes,4,4,.,I don't have any problem with Amazon,575959,3,1,Occasional Shopper,0
2023/06/11 11:21:30 PM GMT+5:30,66,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Rarely,Keyword,Multiple pages,3,Yes,Rarely,others,Often,No,Moderately,No,3,Sometimes,3,3,All the above,I don't have any problem with Amazon,122316,2,2,Occasional Shopper,2
2023/06/08 5:38:57 PM GMT+5:30,21,Others,Multiple times a week,Clothing and Fashion;others,Few times a week,categories,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,No,2,Yes,3,3,User-friendly website/app interface,Irrelevant product suggestions,370501,5,4,Occasional Shopper,3
2023/06/06 6:41:11 PM GMT+5:30,66,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Few times a month,Unknown,Multiple pages,5,Yes,Never,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,5,Yes,3,5,All the above,Add more familiar brands to the list,860022,4,1,Frequent Shopper,0
2023/06/08 10:38:16 PM GMT+5:30,28,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Few times a month,others,Multiple pages,1,No,Never,High shipping costs,Sometimes,Yes,Moderately,No,4,Yes,2,4,Competitive prices,Shipping speed and reliability,916642,4,1,Frequent Shopper,0
2023/06/07 8:41:53 PM GMT+5:30,48,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Rarely,Keyword,Multiple pages,5,Maybe,Rarely,High shipping costs,Never,Yes,Occasionally,No,3,Yes,1,2,Customer service,Add more familiar brands to the list,249922,1,2,Occasional Shopper,1
2023/06/07 3:08:03 AM GMT+5:30,65,Prefer not to say,Multiple times a week,others,Few times a week,Keyword,First page,1,Yes,Always,High shipping costs,Always,No,Heavily,Yes,2,No,4,2,All the above,Irrelevant product suggestions,635390,5,5,Occasional Shopper,3
2023/06/05 10:04:32 PM GMT+5:30,16,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Rarely,Keyword,Multiple pages,3,No,Often,Found a better price elsewhere,Always,No,Never,Yes,1,Yes,4,3,User-friendly website/app interface,Shipping speed and reliability,632726,1,4,Occasional Shopper,2
2023/06/06 9:39:32 AM GMT+5:30,53,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,Few times a month,Filter,First page,2,Maybe,Often,Found a better price elsewhere,Always,No,Occasionally,Yes,5,Yes,1,4,Wide product selection,Add more familiar brands to the list,381074,3,4,Occasional Shopper,0
2023/06/12 3:33:53 PM GMT+5:30,58,Others,Few times a month,Groceries and Gourmet Food,Multiple times a day,others,Multiple pages,1,No,Rarely,Changed my mind or no longer need the item,Often,No,Occasionally,Yes,2,Yes,5,1,All the above,Add more familiar brands to the list,958643,3,2,Occasional Shopper,1
2023/06/08 5:28:47 PM GMT+5:30,56,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Few times a month,others,First page,5,No,Always,Changed my mind or no longer need the item,Often,No,Rarely,Sometimes,4,Sometimes,4,3,.,Quality of product is very poor according to the big offers,684430,4,5,Occasional Shopper,0
2023/06/08 5:42:27 PM GMT+5:30,48,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Few times a week,Filter,First page,1,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Heavily,Yes,4,No,3,1,User-friendly website/app interface,I have no problem with Amazon yet. But others tell me about the refund issues,911749,3,3,Occasional Shopper,1
2023/06/11 10:57:34 PM GMT+5:30,11,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Few times a month,Filter,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Rarely,No,Occasionally,No,4,No,1,3,Wide product selection,Shipping speed and reliability,279900,5,2,Occasional Shopper,3
2023/06/07 6:30:43 PM GMT+5:30,52,Prefer not to say,Once a month,Groceries and Gourmet Food,Rarely,others,Multiple pages,3,Yes,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Heavily,No,3,Yes,2,5,Customer service,I don't have any problem with Amazon,459410,2,2,Occasional Shopper,2
2023/06/06 7:15:48 PM GMT+5:30,51,Others,Once a month,Home and Kitchen;others,Few times a month,Filter,First page,1,Yes,Never,Found a better price elsewhere,Always,No,Never,Sometimes,4,Yes,5,1,Wide product selection,.,426007,2,1,At Risk,1
2023/06/05 1:35:41 PM GMT+5:30,61,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Few times a week,categories,First page,2,Maybe,Always,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Sometimes,3,No,4,2,Product recommendations,Nothing,810670,1,5,Occasional Shopper,1
2023/06/07 12:29:31 PM GMT+5:30,40,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Few times a month,others,First page,5,No,Rarely,others,Never,No,Rarely,Sometimes,3,Yes,4,3,User-friendly website/app interface,Scrolling option would be much better than going to next page,258826,4,2,Occasional Shopper,0
2023/06/06 7:41:36 PM GMT+5:30,15,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Few times a month,others,Multiple pages,2,No,Rarely,others,Sometimes,No,Occasionally,No,4,Yes,1,4,.,No problems with Amazon,725807,4,2,Frequent Shopper,0
2023/06/09 2:34:43 PM GMT+5:30,33,Male,Few times a month,Clothing and Fashion;others,Few times a week,others,Multiple pages,3,Maybe,Often,Changed my mind or no longer need the item,Often,No,Rarely,No,1,Sometimes,3,3,.,Shipping speed and reliability,615151,3,4,Occasional Shopper,0
2023/06/07 9:19:23 AM GMT+5:30,14,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Multiple times a day,categories,First page,1,Yes,Rarely,High shipping costs,Often,No,Never,Sometimes,1,Sometimes,4,2,User-friendly website/app interface,Add more familiar brands to the list,952769,2,2,Occasional Shopper,1
2023/06/06 9:47:31 AM GMT+5:30,44,Female,Few times a month,Beauty and Personal Care,Multiple times a day,categories,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Never,No,Never,Yes,4,No,2,5,.,Nil,906324,3,3,Occasional Shopper,0
2023/06/08 6:39:59 PM GMT+5:30,58,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Multiple times a day,Unknown,First page,1,No,Often,others,Never,No,Heavily,No,3,No,1,1,Customer service,Product quality and accuracy,868680,5,4,Occasional Shopper,3
2023/06/09 10:26:26 AM GMT+5:30,31,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Rarely,Keyword,Multiple pages,2,Yes,Always,others,Never,Yes,Occasionally,Sometimes,3,Yes,1,2,All the above,Reducing packaging waste,102950,2,5,Occasional Shopper,1
